Cust_id,account_length,area_code,phone_number,international_plan,Voice_mail_plan,Number_vmail_messages,Total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
Cust_202,62,408,377-9932,no,No,0,198.5,101,30.99,328.2,93,27.9,245,131,11.03,11.2,1,3.02,2,FALSE
Cust_203,97,415,397-4030,no,No,0,110.3,86,37.06,184,94,15.64,240.5,110,10.82,6.4,8,1.73,3,FALSE
Cust_204,105,510,367-1062,no,Yes,37,60,109,23.9,178.6,51,15.18,217,83,9.76,6.8,3,1.84,2,FALSE
Cust_205,157,415,341-8467,no,No,0,214.8,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,FALSE
Cust_206,66,415,339-9453,no,Yes,29,157.4,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,FALSE
Cust_207,122,415,344-3388,no,No,0,207.9,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,FALSE
Cust_208,38,415,375-8013,no,No,0,207,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,FALSE
Cust_209,106,510,408-4142,no,No,0,143.7,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,FALSE
Cust_210,99,510,386-3671,no,No,0,138.6,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,FALSE
Cust_211,99,415,411-2284,no,No,0,84.7,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,FALSE
Cust_212,144,510,346-7795,yes,No,0,155.2,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,FALSE
Cust_213,82,415,333-5609,no,Yes,25,164.9,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,FALSE
Cust_214,86,408,405-1842,no,No,0,134.5,139,28.49,113,118,9.61,246.9,121,11.11,12.2,6,3.29,1,FALSE
Cust_215,70,510,366-6345,yes,No,0,143.3,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,TRUE
Cust_216,93,415,337-9345,no,Yes,30,206.2,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,FALSE
Cust_217,93,415,328-6770,no,Yes,28,225.8,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,FALSE
Cust_218,120,415,380-7321,no,No,0,138.3,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,FALSE
Cust_219,136,415,375-1476,no,No,0,160,121,42.53,267.1,118,22.7,151,114,6.8,13,2,3.51,1,TRUE
Cust_220,106,415,356-1567,no,No,0,206.6,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,FALSE
Cust_221,81,415,422-6685,no,No,0,134.7,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,FALSE
Cust_222,127,408,336-1090,no,Yes,28,214.4,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,FALSE
Cust_223,65,415,343-2095,no,No,0,192.8,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,FALSE
Cust_224,35,408,345-3934,no,Yes,28,151.1,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,FALSE
Cust_225,88,408,338-8050,no,No,0,218.9,97,11.12,168.2,76,14.3,236,113,10.62,13.8,1,3.73,2,FALSE
Cust_226,65,415,388-9568,no,Yes,25,192.7,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,FALSE
Cust_227,123,415,402-6591,no,No,0,204.4,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,FALSE
Cust_228,126,408,403-6419,no,Yes,37,211.7,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,FALSE
Cust_229,104,415,386-9790,no,Yes,28,221.6,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,FALSE
Cust_230,45,415,378-5692,no,No,0,197.9,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,FALSE
Cust_231,93,408,360-3324,yes,No,0,206.4,109,53.04,129.4,100,11,217.6,74,9.79,10.5,2,2.84,0,TRUE
Cust_232,63,415,410-3719,yes,No,0,205.9,110,33.83,291.3,111,24.76,197.6,92,8.89,11,6,2.97,1,FALSE
Cust_233,100,415,352-4221,no,No,0,207.6,96,34.53,217,126,18.45,180.9,122,8.14,13.5,2,3.65,3,FALSE
Cust_234,53,415,327-6179,no,No,0,99.5,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,FALSE
Cust_235,92,415,359-6196,yes,No,0,177.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9,5,2.43,1,FALSE
Cust_236,139,510,374-9107,no,Yes,18,172.7,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,TRUE
Cust_237,110,408,357-4078,no,No,0,204.2,103,34.44,118.8,128,10.1,234.9,98,10.57,9,9,2.43,2,FALSE
Cust_238,110,408,366-5780,no,No,0,85.7,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,FALSE
Cust_239,215,510,393-9619,no,No,0,157.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,FALSE
Cust_240,73,415,355-9295,no,No,0,215.5,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,FALSE
Cust_241,138,510,400-5751,no,No,0,171.7,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,FALSE
Cust_242,137,415,338-1027,yes,No,0,158,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,TRUE
Cust_243,36,415,405-8867,no,No,0,92,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,FALSE
Cust_244,85,408,336-5616,no,No,0,234,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,FALSE
Cust_245,108,408,335-1697,no,No,0,272.1,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,TRUE
Cust_246,22,408,331-5138,no,No,0,194.4,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,FALSE
Cust_247,107,415,385-8240,no,No,0,227.2,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3,0,FALSE
Cust_248,51,510,348-1359,no,No,0,248.7,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,FALSE
Cust_249,94,408,354-7339,no,Yes,38,236.3,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,FALSE
Cust_250,119,510,349-1687,no,No,0,205.6,114,26.18,278,137,23.63,228.4,112,10.28,11.8,4,3.19,2,FALSE
Cust_251,33,415,380-2558,no,No,0,94.1,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,TRUE
Cust_252,106,415,365-2153,no,No,0,125.2,91,35.34,172,109,14.62,191.8,143,8.63,14.4,7,3.89,4,FALSE
Cust_253,82,408,345-6043,no,No,0,60.4,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,FALSE
Cust_254,86,510,349-2808,no,Yes,28,121,101,20.23,230,134,19.55,236.9,58,10.66,9.5,3,2.57,0,FALSE
Cust_255,97,415,411-1715,yes,Yes,29,117.8,117,24.43,273,82,23.21,178.3,81,8.02,10.9,3,2.94,0,FALSE
Cust_256,106,408,385-2488,no,Yes,21,232.4,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,FALSE
Cust_257,108,510,377-7177,no,Yes,32,223.5,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,FALSE
Cust_258,114,415,342-1099,no,No,0,176.3,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,FALSE
Cust_259,92,408,386-4170,yes,Yes,32,125.2,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,TRUE
Cust_260,59,510,413-1269,no,No,0,138.7,79,26.38,235.3,123,20,169.4,80,7.62,8.7,4,2.35,1,FALSE
Cust_261,24,510,396-4460,no,No,0,86.3,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,FALSE
Cust_262,151,408,334-2730,no,No,0,207,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,FALSE
Cust_263,117,415,340-3182,no,Yes,30,58.8,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,FALSE
Cust_264,78,510,377-8608,no,Yes,33,239.2,110,28.61,221.2,73,18.8,241,136,10.85,12.5,1,3.38,1,FALSE
Cust_265,155,408,417-3676,no,No,0,198.3,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,FALSE
Cust_266,114,510,417-6774,no,No,0,205.2,79,35.05,260,91,22.1,291.6,83,13.12,11.4,6,3.08,1,FALSE
Cust_267,114,510,411-9554,no,No,0,192.1,94,38.39,193,117,16.41,232.4,100,10.46,8.4,9,2.27,4,FALSE
Cust_268,119,408,420-3192,no,No,0,272.6,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,FALSE
Cust_269,64,510,389-1475,no,No,0,128.3,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,FALSE
Cust_270,118,408,343-7734,yes,No,0,169.6,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,FALSE
Cust_271,101,415,410-3390,no,No,0,201.3,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,FALSE
Cust_272,117,415,344-6495,no,Yes,17,214.7,121,22.9,180,83,15.3,200.9,104,9.04,7.7,3,2.08,1,FALSE
Cust_273,49,415,331-6229,no,No,0,169.2,78,36.45,235.2,100,19.99,206.2,107,9.28,8,13,2.16,3,FALSE
Cust_274,139,415,337-7501,no,No,0,194.1,104,32.78,234.4,96,19.92,203.2,101,9.14,13,3,3.51,3,FALSE
Cust_275,92,408,339-9631,no,No,0,225.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10,3,2.7,1,FALSE
Cust_276,83,415,369-4384,no,No,0,213,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,FALSE
Cust_277,148,510,416-3915,yes,No,0,183.9,88,37.21,208,85,17.68,203.3,99,9.15,11.1,4,3,0,FALSE
Cust_278,144,408,339-3049,no,Yes,34,221.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,TRUE
Cust_279,131,415,361-7998,no,Yes,21,64.6,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,FALSE
Cust_280,146,510,355-4842,yes,Yes,37,154.6,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,FALSE
Cust_281,143,415,387-6440,no,No,0,260.2,97,29.29,174,108,14.79,188.2,119,8.47,13,4,3.51,2,FALSE
Cust_282,81,415,369-2625,no,Yes,33,161.6,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,FALSE
Cust_283,48,415,389-7073,no,No,0,220.6,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,FALSE
Cust_284,86,415,370-8463,no,Yes,41,155.9,74,37.67,288.4,100,24.51,240.3,105,10.81,9,2,2.43,1,FALSE
Cust_285,71,415,362-7318,no,No,0,107,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,FALSE
Cust_286,145,408,412-1194,no,No,0,182.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,FALSE
Cust_287,137,510,355-9508,no,Yes,38,220.1,122,35.09,128,102,10.88,194.5,84,8.75,8.8,5,2.38,2,FALSE
Cust_288,137,408,352-8202,no,No,0,152.2,88,35,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,FALSE
Cust_289,167,510,335-5882,no,No,0,181.5,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,FALSE
Cust_290,89,510,352-6976,no,No,0,166.1,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,TRUE
Cust_291,199,415,393-6733,no,Yes,23,134.2,121,39.2,219.4,99,18.65,299.3,94,13.47,8,2,2.16,0,FALSE
Cust_292,132,510,335-1838,no,Yes,39,149.7,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,FALSE
Cust_293,94,510,355-6930,no,Yes,29,150.1,112,30.11,194,112,16.49,146.7,108,6.6,5.9,4,1.59,1,FALSE
Cust_294,96,415,387-5860,no,No,0,257.1,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,TRUE
Cust_295,96,510,343-2605,no,Yes,36,141.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,FALSE
Cust_296,166,510,350-6759,no,No,0,162.3,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,FALSE
Cust_297,74,415,371-1514,no,No,0,350.8,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,FALSE
Cust_298,36,415,346-9317,no,No,0,193.3,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,FALSE
Cust_299,113,415,398-4313,no,No,0,78.2,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,FALSE
Cust_300,94,415,412-4399,no,No,0,83.4,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,FALSE
Cust_301,67,415,330-1835,no,No,0,195.6,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,FALSE
Cust_302,127,415,416-1676,no,No,0,197,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,TRUE
Cust_303,121,408,329-7347,no,No,0,218,108,28.97,350.5,68,29.79,297,87,13.37,11.2,3,3.02,0,TRUE
Cust_304,158,415,360-6868,no,No,0,164.8,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,FALSE
Cust_305,136,510,405-6641,no,No,0,179.2,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,FALSE
Cust_306,196,415,393-2373,no,No,0,170.5,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,FALSE
Cust_307,113,415,419-1714,no,No,0,205.7,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,TRUE
Cust_308,122,408,336-3819,no,No,0,165.5,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,TRUE
Cust_309,112,510,341-3464,no,No,0,221,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,FALSE
Cust_310,209,415,413-5310,no,No,0,242.1,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,FALSE
Cust_311,62,415,366-7912,no,No,0,151.6,109,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,1,TRUE
Cust_312,110,415,399-8845,no,No,0,176.2,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,FALSE
Cust_313,16,510,368-2583,no,Yes,22,196,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,FALSE
Cust_314,73,408,360-6309,no,No,0,159.5,136,16,280.3,122,23.83,205,77,9.23,9.8,4,2.65,0,FALSE
Cust_315,128,408,359-5890,no,No,0,230.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,FALSE
Cust_316,39,408,332-2462,no,No,0,146.7,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,FALSE
Cust_317,103,415,381-9196,no,No,0,102,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,FALSE
Cust_318,119,415,329-3222,no,No,0,126,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,FALSE
Cust_319,173,510,363-5819,no,No,0,168.4,96,39.51,211.9,118,18.01,273,102,12.29,5,5,1.35,3,FALSE
Cust_320,128,510,413-9269,yes,No,0,206.5,81,38,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,TRUE
Cust_321,86,510,330-7483,no,No,0,217.1,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,FALSE
Cust_322,114,415,403-7775,no,No,0,229.6,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,FALSE
Cust_323,104,408,360-2479,no,Yes,22,278.3,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,0,FALSE
Cust_324,148,415,394-3791,no,No,0,181.5,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,FALSE
Cust_325,129,408,384-2632,no,No,0,167.3,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,FALSE
Cust_326,100,510,359-8466,no,Yes,31,121,104,10,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,FALSE
Cust_327,121,408,331-8909,no,No,0,221.1,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,FALSE
Cust_328,143,408,359-5160,no,No,0,222.8,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,FALSE
Cust_329,76,510,330-9833,no,No,0,183.4,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,FALSE
Cust_330,158,510,362-2314,no,No,0,264.3,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,FALSE
Cust_331,116,510,338-8478,no,No,0,146,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,FALSE
Cust_332,54,415,387-5453,no,No,0,157.1,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,TRUE
Cust_333,86,415,380-3437,no,No,0,127.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,TRUE
Cust_334,108,510,365-8779,no,No,0,187.9,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,FALSE
Cust_335,66,510,407-2750,no,No,0,178.8,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,FALSE
Cust_336,151,408,396-8265,no,No,0,256.5,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,FALSE
Cust_337,99,510,397-4304,no,No,0,169.5,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,FALSE
Cust_338,55,415,333-2611,no,No,0,239.7,121,33,176.6,110,15.01,302.8,136,13.63,7,7,1.89,2,FALSE
Cust_339,77,510,409-8814,no,No,0,171.5,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,FALSE
Cust_340,78,408,336-5406,no,Yes,34,142.3,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,FALSE
Cust_341,89,415,343-6940,no,No,0,184.1,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,TRUE
Cust_342,101,415,361-9923,no,Yes,28,206.9,115,31.26,255.9,101,21.75,275,145,12.38,10.8,11,2.92,1,FALSE
Cust_343,44,415,350-6639,no,No,0,259.9,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,FALSE
Cust_344,98,408,376-4300,no,No,0,203.8,98,10.98,176.1,86,14.97,244.8,84,11.02,0,0,0,2,FALSE
Cust_345,64,510,349-6567,no,Yes,45,248.8,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,FALSE
Cust_346,141,415,333-7749,no,No,0,122.4,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,1.94,3,FALSE
Cust_347,81,415,408-6089,no,Yes,40,104.9,117,27.47,123,90,10.46,261.3,101,11.76,12.2,5,3.29,1,FALSE
Cust_348,162,510,375-2165,no,No,0,119.4,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,FALSE
Cust_349,83,415,400-6999,no,No,0,250.3,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,FALSE
Cust_350,100,510,420-7823,no,No,0,178.3,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,TRUE
Cust_351,59,510,366-5241,no,No,0,243.4,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,FALSE
Cust_352,179,415,413-3412,yes,No,0,155,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,FALSE
Cust_353,79,408,406-2752,no,Yes,31,288.7,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,FALSE
Cust_354,117,415,337-8078,no,Yes,29,240.4,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,FALSE
Cust_355,64,408,402-1942,yes,No,0,190.3,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,TRUE
Cust_356,31,415,371-7917,no,No,0,278,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,FALSE
Cust_357,124,408,343-6374,yes,No,0,155,89,41.58,188.8,80,16.05,206,114,9.27,11.3,4,3.05,1,FALSE
Cust_358,122,408,385-8730,no,Yes,27,273.4,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,FALSE
Cust_359,37,408,393-7892,yes,No,0,155.3,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,FALSE
Cust_360,90,408,407-6748,no,Yes,29,133.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,FALSE
Cust_361,159,408,341-4463,yes,No,0,246.8,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38,1,TRUE
Cust_362,148,415,351-2587,no,No,0,165.4,83,21.15,179.7,81,15.27,253,99,11.39,11.3,6,3.05,0,FALSE
Cust_363,39,415,421-9752,no,No,0,138.3,121,24.09,232.3,113,19.75,222.1,131,9.99,12,5,3.24,1,FALSE
Cust_364,77,408,356-4001,no,No,0,286.7,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,FALSE
Cust_365,194,408,328-9869,no,No,0,117.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,FALSE
Cust_366,154,415,343-5709,no,Yes,23,225.5,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,TRUE
Cust_367,112,415,334-1872,no,No,0,256.4,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,FALSE
Cust_368,45,415,350-1040,no,No,0,264.8,127,13.29,253.4,108,21.54,255,100,11.48,18,3,4.86,1,FALSE
Cust_369,132,415,369-3214,no,No,0,159.8,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,FALSE
Cust_370,128,415,385-6778,no,Yes,28,190.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16,2,4.32,0,FALSE
Cust_371,135,415,383-7689,no,No,0,184,81,34.31,225,114,19.13,204.4,82,9.2,10.3,6,2.78,1,FALSE
Cust_372,56,408,385-5722,no,No,0,261.8,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,FALSE
Cust_373,151,415,357-1909,yes,No,0,133.7,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,TRUE
Cust_374,32,415,364-3567,no,Yes,23,193.5,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4,2,FALSE
Cust_375,90,415,422-4241,no,No,0,178.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,FALSE
Cust_376,87,415,370-2957,no,Yes,36,226.2,113,36.38,180,114,15.3,134.5,82,6.05,10.6,5,2.86,0,FALSE
Cust_377,138,415,329-6562,no,No,0,170.4,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,FALSE
Cust_378,79,408,363-3515,no,Yes,34,194.4,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,FALSE
Cust_379,95,415,374-7787,yes,No,0,240.3,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,TRUE
Cust_380,127,415,345-2931,no,No,0,75,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,FALSE
Cust_381,137,510,373-5732,no,No,0,69.1,118,41.16,191,93,16.24,218.6,50,9.84,14.7,2,3.97,3,FALSE
Cust_382,97,415,348-7437,no,Yes,33,96.6,107,25.77,155.4,96,13.21,240,112,10.8,14.7,4,3.97,1,FALSE
Cust_383,149,415,332-9460,yes,No,0,148.5,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0,FALSE
Cust_384,117,415,355-6531,yes,No,0,258.1,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1,1,FALSE
Cust_385,84,408,336-9390,no,Yes,23,149.7,125,27.12,247.1,90,21,187.9,82,8.46,7.2,4,1.94,2,FALSE
Cust_386,137,415,346-8581,no,No,0,149.8,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,FALSE
Cust_387,99,415,363-8824,no,No,0,190.4,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.4,3,FALSE
Cust_388,54,510,353-3351,no,No,0,181.4,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,FALSE
Cust_389,85,415,360-4320,no,No,0,155.7,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,FALSE
Cust_390,150,510,417-6252,no,No,0,149.9,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,FALSE
Cust_391,43,415,393-4949,no,No,0,222.3,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,1,FALSE
Cust_392,35,415,401-3156,no,Yes,16,149.4,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,FALSE
Cust_393,98,415,338-6283,no,No,0,204.2,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,FALSE
Cust_394,112,510,352-9017,no,No,0,242.9,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,FALSE
Cust_395,16,510,405-5305,no,No,0,150.4,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,TRUE
Cust_396,98,415,376-9249,no,No,0,130.7,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,FALSE
Cust_397,84,408,339-7139,no,No,0,273.6,102,23.56,199,93,16.92,204.1,137,9.18,7.8,4,2.11,0,FALSE
Cust_398,94,415,328-6011,no,No,0,156.1,103,39.85,279.3,109,23.74,234.2,121,10.54,2,2,0.54,1,TRUE
Cust_399,84,510,378-1303,no,Yes,36,178.7,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,FALSE
Cust_400,66,415,402-5155,no,No,0,177.5,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,TRUE
Cust_401,98,415,333-5430,no,No,0,175.2,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1,FALSE
Cust_402,74,415,365-9696,no,Yes,28,251.4,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,FALSE
Cust_403,96,408,410-4023,no,No,0,216.9,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,FALSE
Cust_404,119,510,411-7649,no,Yes,26,217.2,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,FALSE
Cust_405,73,415,338-4065,no,No,0,206.3,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,4,FALSE
